 8.000e+00  4.000e+00  2.258e-01 
 8.000e+00  4.067e+00  2.353e-01 
 8.000e+00  4.133e+00  2.458e-01 
 8.000e+00  4.200e+00  2.571e-01 
 8.000e+00  4.267e+00  2.693e-01 
 8.000e+00  4.333e+00  2.826e-01 
 8.000e+00  4.400e+00  2.968e-01 
 8.000e+00  4.467e+00  3.119e-01 
 8.000e+00  4.533e+00  3.280e-01 
 8.000e+00  4.600e+00  3.447e-01 
 8.000e+00  4.667e+00  3.621e-01 
 8.000e+00  4.733e+00  3.800e-01 
 8.000e+00  4.800e+00  3.982e-01 
 8.000e+00  4.867e+00  4.164e-01 
 8.000e+00  4.933e+00  4.346e-01 
 8.000e+00  5.000e+00  4.523e-01 
 8.000e+00  5.067e+00  4.694e-01 
 8.000e+00  5.133e+00  4.853e-01 
 8.000e+00  5.200e+00  5.008e-01 
 8.000e+00  5.267e+00  5.146e-01 
 8.000e+00  5.333e+00  5.273e-01 
 8.000e+00  5.400e+00  5.389e-01 
 8.000e+00  5.467e+00  5.493e-01 
 8.000e+00  5.533e+00  5.585e-01 
 8.000e+00  5.600e+00  5.664e-01 
 8.000e+00  5.667e+00  5.736e-01 
 8.000e+00  5.733e+00  5.798e-01 
 8.000e+00  5.800e+00  5.848e-01 
 8.000e+00  5.867e+00  5.896e-01 
 8.000e+00  5.933e+00  5.935e-01 
 8.000e+00  6.000e+00  5.970e-01 
 9.000e+00  4.000e+00  2.512e-01 
 9.000e+00  4.067e+00  2.621e-01 
 9.000e+00  4.133e+00  2.740e-01 
 9.000e+00  4.200e+00  2.871e-01 
 9.000e+00  4.267e+00  3.010e-01 
 9.000e+00  4.333e+00  3.160e-01 
 9.000e+00  4.400e+00  3.321e-01 
 9.000e+00  4.467e+00  3.493e-01 
 9.000e+00  4.533e+00  3.675e-01 
 9.000e+00  4.600e+00  3.864e-01 
 9.000e+00  4.667e+00  4.060e-01 
 9.000e+00  4.733e+00  4.261e-01 
 9.000e+00  4.800e+00  4.465e-01 
 9.000e+00  4.867e+00  4.668e-01 
 9.000e+00  4.933e+00  4.868e-01 
 9.000e+00  5.000e+00  5.063e-01 
 9.000e+00  5.067e+00  5.250e-01 
 9.000e+00  5.133e+00  5.425e-01 
 9.000e+00  5.200e+00  5.587e-01 
 9.000e+00  5.267e+00  5.737e-01 
 9.000e+00  5.333e+00  5.872e-01 
 9.000e+00  5.400e+00  5.994e-01 
 9.000e+00  5.467e+00  6.102e-01 
 9.000e+00  5.533e+00  6.197e-01 
 9.000e+00  5.600e+00  6.281e-01 
 9.000e+00  5.667e+00  6.353e-01 
 9.000e+00  5.733e+00  6.415e-01 
 9.000e+00  5.800e+00  6.468e-01 
 9.000e+00  5.867e+00  6.516e-01 
 9.000e+00  5.933e+00  6.559e-01 
 9.000e+00  6.000e+00  6.593e-01 
 1.000e+01  4.000e+00  2.743e-01 
 1.000e+01  4.067e+00  2.864e-01 
 1.000e+01  4.133e+00  2.996e-01 
 1.000e+01  4.200e+00  3.139e-01 
 1.000e+01  4.267e+00  3.296e-01 
 1.000e+01  4.333e+00  3.463e-01 
 1.000e+01  4.400e+00  3.641e-01 
 1.000e+01  4.467e+00  3.831e-01 
 1.000e+01  4.533e+00  4.029e-01 
 1.000e+01  4.600e+00  4.239e-01 
 1.000e+01  4.667e+00  4.454e-01 
 1.000e+01  4.733e+00  4.672e-01 
 1.000e+01  4.800e+00  4.892e-01 
 1.000e+01  4.867e+00  5.112e-01 
 1.000e+01  4.933e+00  5.329e-01 
 1.000e+01  5.000e+00  5.536e-01 
 1.000e+01  5.067e+00  5.736e-01 
 1.000e+01  5.133e+00  5.922e-01 
