 1.000e+01  5.200e+00  6.096e-01 
 1.000e+01  5.267e+00  6.252e-01 
 1.000e+01  5.333e+00  6.394e-01 
 1.000e+01  5.400e+00  6.522e-01 
 1.000e+01  5.467e+00  6.633e-01 
 1.000e+01  5.533e+00  6.729e-01 
 1.000e+01  5.600e+00  6.812e-01 
 1.000e+01  5.667e+00  6.884e-01 
 1.000e+01  5.733e+00  6.954e-01 
 1.000e+01  5.800e+00  7.008e-01 
 1.000e+01  5.867e+00  7.053e-01 
 1.000e+01  5.933e+00  7.098e-01 
 1.000e+01  6.000e+00  7.130e-01 
 1.100e+01  4.000e+00  2.954e-01 
 1.100e+01  4.067e+00  3.086e-01 
 1.100e+01  4.133e+00  3.231e-01 
 1.100e+01  4.200e+00  3.388e-01 
 1.100e+01  4.267e+00  3.557e-01 
 1.100e+01  4.333e+00  3.740e-01 
 1.100e+01  4.400e+00  3.933e-01 
 1.100e+01  4.467e+00  4.140e-01 
 1.100e+01  4.533e+00  4.356e-01 
 1.100e+01  4.600e+00  4.576e-01 
 1.100e+01  4.667e+00  4.811e-01 
 1.100e+01  4.733e+00  5.043e-01 
 1.100e+01  4.800e+00  5.281e-01 
 1.100e+01  4.867e+00  5.515e-01 
 1.100e+01  4.933e+00  5.745e-01 
 1.100e+01  5.000e+00  5.968e-01 
 1.100e+01  5.067e+00  6.175e-01 
 1.100e+01  5.133e+00  6.371e-01 
 1.100e+01  5.200e+00  6.550e-01 
 1.100e+01  5.267e+00  6.711e-01 
 1.100e+01  5.333e+00  6.857e-01 
 1.100e+01  5.400e+00  6.985e-01 
 1.100e+01  5.467e+00  7.102e-01 
 1.100e+01  5.533e+00  7.200e-01 
 1.100e+01  5.600e+00  7.289e-01 
 1.100e+01  5.667e+00  7.358e-01 
 1.100e+01  5.733e+00  7.424e-01 
 1.100e+01  5.800e+00  7.473e-01 
 1.100e+01  5.867e+00  7.524e-01 
 1.100e+01  5.933e+00  7.563e-01 
 1.100e+01  6.000e+00  7.596e-01 
 1.200e+01  4.000e+00  3.146e-01 
 1.200e+01  4.067e+00  3.291e-01 
 1.200e+01  4.133e+00  3.446e-01 
 1.200e+01  4.200e+00  3.614e-01 
 1.200e+01  4.267e+00  3.797e-01 
 1.200e+01  4.333e+00  3.991e-01 
 1.200e+01  4.400e+00  4.199e-01 
 1.200e+01  4.467e+00  4.419e-01 
 1.200e+01  4.533e+00  4.647e-01 
 1.200e+01  4.600e+00  4.888e-01 
 1.200e+01  4.667e+00  5.134e-01 
 1.200e+01  4.733e+00  5.382e-01 
 1.200e+01  4.800e+00  5.630e-01 
 1.200e+01  4.867e+00  5.879e-01 
 1.200e+01  4.933e+00  6.119e-01 
 1.200e+01  5.000e+00  6.351e-01 
 1.200e+01  5.067e+00  6.570e-01 
 1.200e+01  5.133e+00  6.770e-01 
 1.200e+01  5.200e+00  6.957e-01 
 1.200e+01  5.267e+00  7.125e-01 
 1.200e+01  5.333e+00  7.267e-01 
 1.200e+01  5.400e+00  7.398e-01 
 1.200e+01  5.467e+00  7.513e-01 
 1.200e+01  5.533e+00  7.613e-01 
 1.200e+01  5.600e+00  7.703e-01 
 1.200e+01  5.667e+00  7.771e-01 
 1.200e+01  5.733e+00  7.841e-01 
 1.200e+01  5.800e+00  7.895e-01 
 1.200e+01  5.867e+00  7.937e-01 
 1.200e+01  5.933e+00  7.977e-01 
 1.200e+01  6.000e+00  8.012e-01 
 1.300e+01  4.000e+00  3.323e-01 
 1.300e+01  4.067e+00  3.476e-01 
 1.300e+01  4.133e+00  3.641e-01 
 1.300e+01  4.200e+00  3.822e-01 
 1.300e+01  4.267e+00  4.014e-01 
 1.300e+01  4.333e+00  4.221e-01 
 1.300e+01  4.400e+00  4.439e-01 
 1.300e+01  4.467e+00  4.671e-01 
 1.300e+01  4.533e+00  4.916e-01 
 1.300e+01  4.600e+00  5.166e-01 
 1.300e+01  4.667e+00  5.426e-01 
 1.300e+01  4.733e+00  5.688e-01 
 1.300e+01  4.800e+00  5.951e-01 
 1.300e+01  4.867e+00  6.210e-01 
 1.300e+01  4.933e+00  6.461e-01 
 1.300e+01  5.000e+00  6.701e-01 
 1.300e+01  5.067e+00  6.921e-01 
 1.300e+01  5.133e+00  7.128e-01 
 1.300e+01  5.200e+00  7.317e-01 
 1.300e+01  5.267e+00  7.492e-01 
 1.300e+01  5.333e+00  7.642e-01 
 1.300e+01  5.400e+00  7.772e-01 
 1.300e+01  5.467e+00  7.887e-01 
 1.300e+01  5.533e+00  7.989e-01 
 1.300e+01  5.600e+00  8.073e-01 
 1.300e+01  5.667e+00  8.150e-01 
 1.300e+01  5.733e+00  8.211e-01 
 1.300e+01  5.800e+00  8.265e-01 
 1.300e+01  5.867e+00  8.309e-01 
 1.300e+01  5.933e+00  8.352e-01 
 1.300e+01  6.000e+00  8.384e-01 
 1.400e+01  4.000e+00  3.486e-01 
 1.400e+01  4.067e+00  3.646e-01 
 1.400e+01  4.133e+00  3.821e-01 
 1.400e+01  4.200e+00  4.011e-01 
 1.400e+01  4.267e+00  4.213e-01 
 1.400e+01  4.333e+00  4.431e-01 
 1.400e+01  4.400e+00  4.659e-01 
 1.400e+01  4.467e+00  4.903e-01 
 1.400e+01  4.533e+00  5.161e-01 
 1.400e+01  4.600e+00  5.424e-01 
 1.400e+01  4.667e+00  5.693e-01 
 1.400e+01  4.733e+00  5.964e-01 
 1.400e+01  4.800e+00  6.241e-01 
 1.400e+01  4.867e+00  6.509e-01 
 1.400e+01  4.933e+00  6.768e-01 
 1.400e+01  5.000e+00  7.014e-01 
 1.400e+01  5.067e+00  7.245e-01 
 1.400e+01  5.133e+00  7.456e-01 
 1.400e+01  5.200e+00  7.650e-01 
 1.400e+01  5.267e+00  7.826e-01 
 1.400e+01  5.333e+00  7.976e-01 
 1.400e+01  5.400e+00  8.111e-01 
 1.400e+01  5.467e+00  8.224e-01 
 1.400e+01  5.533e+00  8.325e-01 
 1.400e+01  5.600e+00  8.409e-01 
 1.400e+01  5.667e+00  8.481e-01 
 1.400e+01  5.733e+00  8.543e-01 
 1.400e+01  5.800e+00  8.600e-01 
 1.400e+01  5.867e+00  8.646e-01 
 1.400e+01  5.933e+00  8.686e-01 
 1.400e+01  6.000e+00  8.722e-01 
 1.500e+01  4.000e+00  3.634e-01 
 1.500e+01  4.067e+00  3.803e-01 
 1.500e+01  4.133e+00  3.986e-01 
 1.500e+01  4.200e+00  4.186e-01 
 1.500e+01  4.267e+00  4.398e-01 
 1.500e+01  4.333e+00  4.624e-01 
 1.500e+01  4.400e+00  4.863e-01 
 1.500e+01  4.467e+00  5.118e-01 
 1.500e+01  4.533e+00  5.383e-01 
 1.500e+01  4.600e+00  5.655e-01 
 1.500e+01  4.667e+00  5.937e-01 
 1.500e+01  4.733e+00  6.221e-01 
 1.500e+01  4.800e+00  6.500e-01 
 1.500e+01  4.867e+00  6.782e-01 
 1.500e+01  4.933e+00  7.046e-01 
 1.500e+01  5.000e+00  7.302e-01 
 1.500e+01  5.067e+00  7.536e-01 
 1.500e+01  5.133e+00  7.752e-01 
 1.500e+01  5.200e+00  7.953e-01 
 1.500e+01  5.267e+00  8.128e-01 
 1.500e+01  5.333e+00  8.284e-01 
 1.500e+01  5.400e+00  8.417e-01 
 1.500e+01  5.467e+00  8.533e-01 
 1.500e+01  5.533e+00  8.634e-01 
 1.500e+01  5.600e+00  8.719e-01 
 1.500e+01  5.667e+00  8.788e-01 
 1.500e+01  5.733e+00  8.853e-01 
 1.500e+01  5.800e+00  8.907e-01 
 1.500e+01  5.867e+00  8.951e-01 
 1.500e+01  5.933e+00  8.990e-01 
 1.500e+01  6.000e+00  9.025e-01 
 1.600e+01  4.000e+00  3.771e-01 
 1.600e+01  4.067e+00  3.948e-01 
 1.600e+01  4.133e+00  4.139e-01 
 1.600e+01  4.200e+00  4.347e-01 
 1.600e+01  4.267e+00  4.566e-01 
 1.600e+01  4.333e+00  4.799e-01 
 1.600e+01  4.400e+00  5.052e-01 
 1.600e+01  4.467e+00  5.315e-01 
 1.600e+01  4.533e+00  5.589e-01 
 1.600e+01  4.600e+00  5.874e-01 
 1.600e+01  4.667e+00  6.164e-01 
 1.600e+01  4.733e+00  6.458e-01 
 1.600e+01  4.800e+00  6.746e-01 
 1.600e+01  4.867e+00  7.033e-01 
 1.600e+01  4.933e+00  7.308e-01 
 1.600e+01  5.000e+00  7.566e-01 
 1.600e+01  5.067e+00  7.810e-01 
 1.600e+01  5.133e+00  8.029e-01 
 1.600e+01  5.200e+00  8.229e-01 
 1.600e+01  5.267e+00  8.409e-01 
 1.600e+01  5.333e+00  8.558e-01 
 1.600e+01  5.400e+00  8.695e-01 
 1.600e+01  5.467e+00  8.811e-01 
 1.600e+01  5.533e+00  8.913e-01 
 1.600e+01  5.600e+00  8.995e-01 
 1.600e+01  5.667e+00  9.067e-01 
 1.600e+01  5.733e+00  9.134e-01 
 1.600e+01  5.800e+00  9.182e-01 
 1.600e+01  5.867e+00  9.230e-01 
 1.600e+01  5.933e+00  9.268e-01 
 1.600e+01  6.000e+00  9.302e-01 
